result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,pair_key,market_prob,favorite_decimal_odds,market_fav_won,market_fav_taller,american_odds
W,Neil Magny,Max Griffin,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 28 - 29. Todd Schwarz 29 - 28. Sal D'amato 28 - 29.,The Haitian Sensation,Pain,2022-03-26,"Columbus, Ohio, USA",http://ufcstats.com/event-details/1fac46d466abd5b8,0,0.0,0.0,,,16 of 53,26 of 71,12 of 20,,,17 of 54,28 of 73,59 of 77,,,0 of 0,0 of 4,1 of 5,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:32,4:01,,,1,0.0,0.0,,,30 of 48,30 of 59,7 of 16,,,31 of 49,30 of 59,14 of 24,,,0 of 0,0 of 0,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:13,0:00,0:26,,,10 of 44,22 of 64,10 of 18,,,4 of 6,4 of 5,2 of 2,,,2 of 3,0 of 2,0 of 0,,,16 of 53,23 of 68,3 of 9,,,0 of 0,3 of 3,9 of 11,,,0 of 0,0 of 0,0 of 0,,,10 of 25,19 of 48,5 of 14,,,4 of 6,6 of 6,1 of 1,,,16 of 17,5 of 5,1 of 1,,,28 of 44,30 of 58,5 of 11,,,0 of 0,0 of 1,2 of 5,,,2 of 4,0 of 0,0 of 0,,,Welterweight,W,75.0,71.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5|http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,0.7054263565891473,1.3571428571428572,True,True,-279.99999999999994
W,Kevin Holland,Alex Oliveira,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,Welterweight Bout,KO/TKO,2,0:38,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Half Guard,Trailblazer,Cowboy,2022-03-05,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/75e0d3cc2262b732,0,1.0,,,,31 of 50,19 of 26,,,,31 of 50,20 of 27,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:15,,,,0,0.0,,,,19 of 39,2 of 5,,,,19 of 39,2 of 5,,,,2 of 3,0 of 0,,,,1,0.0,,,,0,0.0,,,,0:22,0:00,,,,7 of 24,17 of 24,,,,3 of 5,0 of 0,,,,21 of 21,2 of 2,,,,30 of 48,4 of 4,,,,0 of 1,0 of 0,,,,1 of 1,15 of 22,,,,6 of 25,0 of 3,,,,6 of 7,1 of 1,,,,7 of 7,1 of 1,,,,18 of 38,2 of 5,,,,0 of 0,0 of 0,,,,1 of 1,0 of 0,,,,Welterweight,W,75.0,71.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/3a46b268013afede|http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,0.7775930160049885,1.2298850574712643,True,True,-435.0000000000001
W,Jonathan Pearce,Christian Rodriguez,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,http://ufcstats.com/fighter-details/5ec591b78349ba7e,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29. Chris Lee 28 - 29.,JSP,--,2022-02-19,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/77940e45bc86208e,0,0.0,0.0,,,5 of 12,8 of 20,5 of 12,,,17 of 36,34 of 50,8 of 16,,,2 of 4,3 of 4,1 of 2,,,0,0.0,2.0,,,0,0.0,0.0,,,4:23,3:15,3:39,,,0,0.0,0.0,,,3 of 10,14 of 32,9 of 18,,,11 of 18,14 of 33,13 of 26,,,0 of 0,1 of 1,1 of 1,,,1,1.0,1.0,,,0,1.0,0.0,,,0:06,0:14,0:45,,,1 of 7,3 of 13,5 of 11,,,4 of 5,1 of 3,0 of 1,,,0 of 0,4 of 4,0 of 0,,,1 of 7,6 of 18,3 of 8,,,3 of 4,1 of 1,1 of 1,,,1 of 1,1 of 1,1 of 3,,,0 of 6,12 of 30,9 of 18,,,3 of 4,2 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,2 of 7,13 of 31,8 of 17,,,1 of 3,0 of 0,1 of 1,,,0 of 0,1 of 1,0 of 0,,,Featherweight,W,72.0,67.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/5ec591b78349ba7e|http://ufcstats.com/fighter-details/87c0b1c696ddfb43,0.7421203438395416,1.2857142857142856,True,True,-350.00000000000017
W,David Onama,Garrett Armfield,http://ufcstats.com/fighter-details/ffe9703408fb5964,http://ufcstats.com/fighter-details/1effd880e1f1bb30,Featherweight Bout,Submission,2,3:13,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Half Guard,--,--,2022-07-09,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/31da66df48c0c1a0,0,0.0,,,,20 of 49,9 of 23,,,,34 of 66,12 of 29,,,,1 of 4,1 of 2,,,,0,1.0,,,,0,0.0,,,,0:34,2:01,,,,0,0.0,,,,12 of 48,9 of 24,,,,20 of 59,9 of 24,,,,0 of 0,0 of 2,,,,0,0.0,,,,0,0.0,,,,1:52,0:00,,,,11 of 37,5 of 18,,,,9 of 12,4 of 5,,,,0 of 0,0 of 0,,,,19 of 46,8 of 20,,,,1 of 3,0 of 0,,,,0 of 0,1 of 3,,,,10 of 44,5 of 17,,,,2 of 4,2 of 5,,,,0 of 0,2 of 2,,,,12 of 48,8 of 20,,,,0 of 0,1 of 4,,,,0 of 0,0 of 0,,,,Featherweight,W,71.0,66.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/1effd880e1f1bb30|http://ufcstats.com/fighter-details/ffe9703408fb5964,0.8515283842794761,1.1333333333333333,True,True,-750.0000000000001
W,Brendan Allen,Jacob Malkoun,http://ufcstats.com/fighter-details/2f181c0467965b98,http://ufcstats.com/fighter-details/d4270315cbcf2569,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Evan Field 28 - 29. Garth Harriman 28 - 29. Howard Hughes 28 - 29.,All In,Mamba,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a,0,0.0,0.0,,,15 of 34,12 of 16,18 of 24,,,25 of 45,25 of 29,39 of 48,,,1 of 1,0 of 0,1 of 1,,,0,0.0,0.0,,,0,1.0,1.0,,,0:39,0:39,2:06,,,0,0.0,0.0,,,10 of 20,12 of 19,11 of 16,,,13 of 27,32 of 43,21 of 26,,,3 of 6,2 of 4,2 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,2:24,2:58,1:47,,,8 of 24,10 of 14,18 of 24,,,2 of 4,0 of 0,0 of 0,,,5 of 6,2 of 2,0 of 0,,,14 of 33,7 of 11,7 of 11,,,0 of 0,0 of 0,0 of 1,,,1 of 1,5 of 5,11 of 12,,,8 of 18,10 of 16,11 of 16,,,1 of 1,2 of 3,0 of 0,,,1 of 1,0 of 0,0 of 0,,,9 of 19,10 of 14,10 of 15,,,1 of 1,0 of 0,0 of 0,,,0 of 0,2 of 5,1 of 1,,,Middleweight,W,74.0,69.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/2f181c0467965b98|http://ufcstats.com/fighter-details/d4270315cbcf2569,0.7104677060133631,1.3448275862068966,True,True,-290.0
W,Phil Hawes,Deron Winn,http://ufcstats.com/fighter-details/547afe1017e72dbe,http://ufcstats.com/fighter-details/483a953b18d73bb3,Middleweight Bout,KO/TKO,2,4:25,3 Rnd (5-5-5),Herb Dean,Elbows to Head At Distance,No Hype,--,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6,1,0.0,,,,55 of 87,63 of 88,,,,56 of 88,70 of 103,,,,0 of 0,1 of 3,,,,0,0.0,,,,0,0.0,,,,0:04,0:43,,,,0,0.0,,,,17 of 44,15 of 67,,,,17 of 44,17 of 70,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,43 of 71,56 of 81,,,,10 of 14,7 of 7,,,,2 of 2,0 of 0,,,,49 of 77,40 of 61,,,,3 of 6,11 of 12,,,,3 of 4,12 of 15,,,,13 of 40,11 of 61,,,,1 of 1,3 of 5,,,,3 of 3,1 of 1,,,,15 of 41,14 of 59,,,,2 of 3,1 of 8,,,,0 of 0,0 of 0,,,,Middleweight,W,72.0,66.0,6.0,6.0,True,True,True,False,http://ufcstats.com/fighter-details/483a953b18d73bb3|http://ufcstats.com/fighter-details/547afe1017e72dbe,0.6888888888888889,1.4,True,True,-250.00000000000006
L,Calvin Kattar,Josh Emmett,http://ufcstats.com/fighter-details/751de04455cfaac0,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Featherweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 47 - 48. Doug Crosby 48 - 47. Sal D'amato 47 - 48.,--,CC0,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6,0,0.0,0.0,0.0,0.0,14 of 39,22 of 78,19 of 66,41 of 106,34 of 86,15 of 40,22 of 78,19 of 66,41 of 106,34 of 86,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0,0.0,0.0,0.0,0.0,11 of 35,26 of 73,27 of 77,21 of 80,22 of 67,11 of 35,26 of 73,27 of 77,21 of 80,22 of 67,0 of 1,0 of 0,0 of 0,0 of 2,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:02,0:00,0:00,0:02,0:00,12 of 36,20 of 76,18 of 62,35 of 98,29 of 79,1 of 2,2 of 2,1 of 4,6 of 8,5 of 7,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,14 of 39,22 of 78,19 of 66,41 of 106,34 of 86,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,8 of 32,19 of 63,18 of 65,13 of 68,15 of 58,1 of 1,6 of 9,8 of 11,5 of 9,6 of 7,2 of 2,1 of 1,1 of 1,3 of 3,1 of 2,10 of 33,26 of 73,27 of 77,21 of 80,22 of 67,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,Featherweight,L,71.0,66.0,5.0,5.0,True,False,False,True,http://ufcstats.com/fighter-details/751de04455cfaac0|http://ufcstats.com/fighter-details/fba03cd6cc28dc41,0.7116843702579665,1.3571428571428572,False,True,-279.99999999999994
W,Damon Jackson,Dan Argueta,http://ufcstats.com/fighter-details/29af297d9f1de0f8,http://ufcstats.com/fighter-details/e4ba58725825412d,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 27 - 30. Anthony Maness 27 - 30. Mike Bell 28 - 29.,The Leech,The Determined,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e,0,0.0,0.0,,,0 of 0,9 of 10,23 of 43,,,1 of 1,14 of 17,32 of 53,,,1 of 2,1 of 1,0 of 1,,,1,0.0,0.0,,,0,0.0,1.0,,,4:14,3:58,2:13,,,0,0.0,0.0,,,0 of 0,5 of 11,22 of 48,,,33 of 35,27 of 37,43 of 69,,,0 of 0,1 of 3,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,0:42,0:46,1:16,,,0 of 0,7 of 8,16 of 36,,,0 of 0,2 of 2,4 of 4,,,0 of 0,0 of 0,3 of 3,,,0 of 0,2 of 3,17 of 37,,,0 of 0,2 of 2,3 of 3,,,0 of 0,5 of 5,3 of 3,,,0 of 0,5 of 11,19 of 45,,,0 of 0,0 of 0,3 of 3,,,0 of 0,0 of 0,0 of 0,,,0 of 0,1 of 4,15 of 38,,,0 of 0,3 of 5,7 of 10,,,0 of 0,1 of 2,0 of 0,,,Featherweight,W,71.0,67.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/29af297d9f1de0f8|http://ufcstats.com/fighter-details/e4ba58725825412d,0.8467023172905527,1.131578947368421,True,True,-760.0000000000002
L,Da Woon Jung,Devin Clark,http://ufcstats.com/fighter-details/74f9448b97bf8bec,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30. Chris Lee 27 - 30. David Lethaby 27 - 30.,Sseda,Brown Bear,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,0.0,0.0,,,5 of 15,6 of 12,7 of 25,,,9 of 20,23 of 29,11 of 29,,,0 of 4,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,2:06,2:16,1:26,,,0,0.0,0.0,,,10 of 15,10 of 18,19 of 37,,,42 of 52,24 of 35,30 of 49,,,1 of 2,1 of 3,1 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,2:09,1:25,1:28,,,5 of 15,2 of 8,4 of 19,,,0 of 0,3 of 3,3 of 6,,,0 of 0,1 of 1,0 of 0,,,2 of 10,3 of 7,2 of 19,,,3 of 5,3 of 5,5 of 6,,,0 of 0,0 of 0,0 of 0,,,4 of 9,4 of 12,14 of 30,,,1 of 1,1 of 1,3 of 4,,,5 of 5,5 of 5,2 of 3,,,6 of 9,6 of 13,14 of 30,,,3 of 3,4 of 5,4 of 6,,,1 of 3,0 of 0,1 of 1,,,Light Heavyweight,L,76.0,72.0,4.0,4.0,True,False,False,True,http://ufcstats.com/fighter-details/74f9448b97bf8bec|http://ufcstats.com/fighter-details/cc7040fe76f0ef91,0.7076023391812865,1.3636363636363638,False,True,-274.9999999999999
L,Gregory Rodrigues,Brunno Ferreira,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,http://ufcstats.com/fighter-details/1e719d4b676dc19a,Middleweight Bout,KO/TKO,1,4:13,3 Rnd (5-5-5),Fernando Portella,Punch to Head At Distance,Robocop,The Hulk,2023-01-21,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/5717efc6f271cd52,0,,,,,21 of 41,,,,,21 of 41,,,,,0 of 0,,,,,0,,,,,0,,,,,0:10,,,,,1,,,,,22 of 45,,,,,23 of 46,,,,,0 of 2,,,,,0,,,,,0,,,,,0:01,,,,,16 of 35,,,,,5 of 6,,,,,0 of 0,,,,,19 of 39,,,,,2 of 2,,,,,0 of 0,,,,,15 of 37,,,,,2 of 3,,,,,5 of 5,,,,,20 of 43,,,,,1 of 1,,,,,1 of 1,,,,,Middleweight,L,75.0,70.0,5.0,5.0,True,False,False,True,http://ufcstats.com/fighter-details/1e719d4b676dc19a|http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,0.7277768442278608,1.3278688524590163,False,True,-305.00000000000006
W,Edmen Shahbazyan,Dalcha Lungiambula,http://ufcstats.com/fighter-details/4144798612ef96e5,http://ufcstats.com/fighter-details/ce632027bf2a871b,Middleweight Bout,KO/TKO,2,4:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,The Golden Boy,Champion,2022-12-10,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/f65a0eb902f9476b,0,0.0,,,,20 of 35,34 of 72,,,,26 of 41,34 of 72,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:52,0:16,,,,0,0.0,,,,11 of 22,12 of 26,,,,14 of 25,12 of 26,,,,0 of 1,0 of 3,,,,0,0.0,,,,0,0.0,,,,0:15,0:00,,,,4 of 16,27 of 62,,,,13 of 15,7 of 10,,,,3 of 4,0 of 0,,,,17 of 32,20 of 40,,,,3 of 3,4 of 7,,,,0 of 0,10 of 25,,,,1 of 8,5 of 16,,,,5 of 9,6 of 9,,,,5 of 5,1 of 1,,,,11 of 22,11 of 24,,,,0 of 0,1 of 2,,,,0 of 0,0 of 0,,,,Middleweight,W,74.0,68.0,6.0,6.0,True,True,True,False,http://ufcstats.com/fighter-details/4144798612ef96e5|http://ufcstats.com/fighter-details/ce632027bf2a871b,0.7320852162685604,1.3174603174603174,True,True,-315.0
W,Randy Brown,Francisco Trinaldo,http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Sal D'amato 28 - 29. Eric Colon 28 - 29.,Rudeboy,Massaranduba,2022-10-01,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4f670b7972fa0a2e,1,0.0,0.0,,,23 of 49,25 of 69,12 of 23,,,27 of 53,25 of 69,13 of 26,,,0 of 0,0 of 1,0 of 0,,,1,0.0,0.0,,,1,0.0,0.0,,,0:38,0:00,0:00,,,0,0.0,0.0,,,9 of 15,19 of 37,12 of 15,,,13 of 19,22 of 40,47 of 52,,,1 of 3,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:04,0:50,3:27,,,8 of 28,15 of 55,7 of 18,,,2 of 5,6 of 9,2 of 2,,,13 of 16,4 of 5,3 of 3,,,21 of 46,25 of 69,10 of 21,,,0 of 1,0 of 0,0 of 0,,,2 of 2,0 of 0,2 of 2,,,1 of 6,8 of 24,11 of 14,,,3 of 4,6 of 8,0 of 0,,,5 of 5,5 of 5,1 of 1,,,9 of 15,19 of 36,5 of 8,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,7 of 7,,,Welterweight,W,75.0,69.0,6.0,6.0,True,True,True,False,http://ufcstats.com/fighter-details/a8283a4f415e1eb9|http://ufcstats.com/fighter-details/c6aee362c7a7d482,0.7388632872503841,1.3076923076923077,True,True,-325.0
W,Joe Pyfer,Alen Amedovski,http://ufcstats.com/fighter-details/c1085e1701b13eca,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,Middleweight Bout,KO/TKO,1,3:55,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Bodybagz,--,2022-09-17,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/8d477c3fbe001f9d,1,,,,,14 of 45,,,,,14 of 45,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,0,,,,,11 of 30,,,,,11 of 30,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,12 of 42,,,,,1 of 2,,,,,1 of 1,,,,,13 of 44,,,,,0 of 0,,,,,1 of 1,,,,,4 of 19,,,,,2 of 4,,,,,5 of 7,,,,,11 of 30,,,,,0 of 0,,,,,0 of 0,,,,,Middleweight,W,74.0,70.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/70fa1c64a2c439ef|http://ufcstats.com/fighter-details/c1085e1701b13eca,0.8105134474327628,1.1923076923076923,True,True,-520.0
L,Jake Collier,Chris Barnett,http://ufcstats.com/fighter-details/92fa1401b7927da3,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Heavyweight Bout,KO/TKO,2,2:24,3 Rnd (5-5-5),Mark Smith,Punches to Head From Mount,The Prototype,Beastboy,2022-09-10,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/93bf96be327fcd98,1,0.0,,,,42 of 81,9 of 17,,,,48 of 90,9 of 17,,,,1 of 1,0 of 1,,,,1,0.0,,,,0,0.0,,,,1:26,0:00,,,,0,0.0,,,,16 of 37,38 of 61,,,,18 of 39,65 of 93,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:04,1:03,,,,32 of 70,8 of 15,,,,9 of 10,1 of 2,,,,1 of 1,0 of 0,,,,22 of 57,6 of 13,,,,10 of 12,3 of 4,,,,10 of 12,0 of 0,,,,11 of 29,37 of 60,,,,0 of 3,1 of 1,,,,5 of 5,0 of 0,,,,16 of 36,9 of 15,,,,0 of 1,1 of 4,,,,0 of 0,28 of 42,,,,Heavyweight,L,75.0,69.0,6.0,6.0,True,False,False,True,http://ufcstats.com/fighter-details/7a5e8c94a86f9895|http://ufcstats.com/fighter-details/92fa1401b7927da3,0.814385150812065,1.1851851851851851,False,True,-540.0000000000002
W,Nassourdine Imavov,Joaquin Buckley,http://ufcstats.com/fighter-details/881bf86d4cba8578,http://ufcstats.com/fighter-details/b9437600497350f3,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. Mark Collett 28 - 29. Derek Cleary 27 - 30.,--,New Mansa,2022-09-03,"Paris, Ile-de-France, France",http://ufcstats.com/event-details/00a905a4a4a2b071,0,0.0,0.0,,,15 of 35,14 of 30,22 of 44,,,21 of 42,25 of 56,22 of 44,,,0 of 1,1 of 1,1 of 5,,,0,2.0,0.0,,,0,0.0,0.0,,,0:43,2:10,1:03,,,0,0.0,0.0,,,10 of 48,10 of 45,26 of 81,,,13 of 51,12 of 47,30 of 85,,,0 of 2,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:22,0:00,0:07,,,11 of 29,12 of 24,17 of 37,,,4 of 5,1 of 3,4 of 5,,,0 of 1,1 of 3,1 of 2,,,6 of 21,12 of 28,18 of 39,,,4 of 5,0 of 0,4 of 5,,,5 of 9,2 of 2,0 of 0,,,3 of 35,4 of 37,20 of 73,,,1 of 4,3 of 5,4 of 4,,,6 of 9,3 of 3,2 of 4,,,10 of 47,10 of 45,24 of 79,,,0 of 1,0 of 0,2 of 2,,,0 of 0,0 of 0,0 of 0,,,Middleweight,W,75.0,70.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/881bf86d4cba8578|http://ufcstats.com/fighter-details/b9437600497350f3,0.6888888888888889,1.4,True,True,-250.00000000000006
W,Joe Pyfer,Abdul Razak Alhassan,http://ufcstats.com/fighter-details/c1085e1701b13eca,http://ufcstats.com/fighter-details/eae431e70064e046,Middleweight Bout,Submission,2,2:05,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Side Control,Bodybagz,--,2023-10-07,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/c8a49ff2acb6f3c5,0,0.0,,,,20 of 46,6 of 16,,,,20 of 47,6 of 16,,,,2 of 3,1 of 1,,,,1,1.0,,,,0,0.0,,,,0:32,0:35,,,,0,0.0,,,,7 of 19,4 of 9,,,,7 of 19,4 of 9,,,,0 of 0,0 of 0,,,,1,0.0,,,,0,0.0,,,,0:08,0:00,,,,12 of 34,3 of 13,,,,6 of 9,3 of 3,,,,2 of 3,0 of 0,,,,19 of 45,5 of 15,,,,1 of 1,1 of 1,,,,0 of 0,0 of 0,,,,3 of 11,1 of 4,,,,2 of 3,0 of 0,,,,2 of 5,3 of 5,,,,7 of 18,4 of 9,,,,0 of 1,0 of 0,,,,0 of 0,0 of 0,,,,Middleweight,W,74.0,70.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/c1085e1701b13eca|http://ufcstats.com/fighter-details/eae431e70064e046,0.7520040080160321,1.2531645569620251,True,True,-395.00000000000034
